L1,L2,L3,L4,L5,L6,Name,Display Code,UOM,Sub Reporting?,Account Description,L2 Description,Core,Core Extentension,WBS,P6 Cost Account,G/L,Cost Type PC,Cost Type Spectrum,Cost Category,Discipline,Cost Code,Description,Column1,Column2
402,05,15,00,00,L,Buildings Carpenter,402-05-1500-00-L,HR,NO,Building Support Labor,Supervision,05220150000L,,,,,,,,,40205150000L,"Carpenter craft hours for concrete forming, rough framing, exterior sheathing, interior blocking, door and window installation, and all finish carpentry work.",,
402,05,20,00,00,L,Buildings Ironworker,402-05-2000-00-L,HR,NO,Building Support Labor,Supervision,05220200000L,,,,,,,,,40205200000L,"Ironworker craft hours covering structural steel erection, metal deck installation, rebar placement, post-tensioning, and miscellaneous metals and precast erection.",,
402,05,35,00,00,L,Buildings Pipefitter,402-05-3500-00-L,HR,NO,Building Support Labor,Supervision,05220350000L,,,,,,,,,40205350000L,"Pipefitter craft hours for process and mechanical piping installation, hangers and supports, valve assembly, flange makeup, and hydrostatic testing.",,
402,05,40,00,00,L,Buildings Electrician,402-05-4000-00-L,HR,NO,Building Support Labor,Supervision,05220400000L,,,,,,,,,40205400000L,"Electrician craft hours for conduit bending and installation, wire pulling and termination, panel trim-out, device installation, and lighting fixture hanging.",,
402,05,50,00,00,L,Buildings Insulator,402-05-5000-00-L,HR,NO,Building Support Labor,Supervision,05220500000L,,,,,,,,,40205500000L,"Insulator craft hours for applying mechanical pipe and equipment insulation, duct insulation, jacketing, and vapor barrier systems on all thermal services.",,
402,05,55,00,00,L,Buildings Paint,402-05-5500-00-L,HR,NO,Building Support Labor,Supervision,05215660000L,,,,,,,,,40205550000L,"Painter craft hours for surface preparation (sanding, priming, patching) and application of architectural and industrial coating systems on all building surfaces.",,
402,05,95,00,00,L,Buildings Other,402-05-9500-00-L,HR,NO,Building Support Labor,Supervision,05200000000L,,,,,,,,,40205950000L,"Craft labor hours for specialty trades not separately classified, including glaziers, tile setters, floor layers, roofers, and other project-specific trade labor.",,
402,10,00,00,00,O,Buildings Quality,402-10-0000-00-O,HR,NO,Building Support Labor,Quality,05250000000L,,,,,,,,,40210000000O,"Quality control technicians, inspectors, and QA coordinators providing in-process inspection, non-conformance tracking, and final acceptance verification.",,
402,10,50,00,00,O,Buildings Special Inspections,402-10-5000-00-O,HR,NO,,,05250500000L,,,,,,,,,40210500000O,"Labor costs for special inspection services on building construction activities including structural concrete, masonry, high-strength bolting, welding, and other code-mandated inspection programs.",,
402,15,00,00,00,O,Buildings Material Control,402-15-0000-00-O,HR,NO,Building Support Labor,Material Control,05255000000L,,,,,,,,,40215000000O,"Material control personnel hours for receiving, inventorying, tagging, storing, and issuing bulk materials and equipment at the building construction site.",,
402,15,20,00,00,O,Buildings Unload & Handle,402-15-2000-00-O,HR,NO,Building Support Labor,Material Control,05255300000L,,,,,,,,,40215200000O,"Labor for offloading truck and rail deliveries, rigging materials into place, distributing to work fronts, and managing lay-down yard logistics.",,
402,20,00,00,00,L,Buildings Operators,402-20-0000-00-L,HR,NO,Building Support Labor,Operators,05260000000L,,,,,,,,,40220000000L,"Equipment operator hours for tower cranes, mobile cranes, forklifts, aerial work platforms, compactors, scrapers, and other heavy equipment.",,
402,25,00,00,00,L,Buildings Site Support,402-25-0000-00-L,HR,NO,Building Support Labor,Site Support,05265000000L,,,,,,,,,40225000000L,"Temporary facilities, field office, trailer set-up, site access, laydown area management, and general conditions labor supporting field construction operations.",,
402,25,59,00,00,L,Buildings Scaffold,402-25-5900-00-L,HR,NO,Building Support Labor,Site Support,05265590000L,,,,,,,,,40225590000L,"Labor cost for scaffold erection and dismantling personnel building, modifying, and removing temporary access and work platforms throughout the site",,
402,30,00,00,00,L,Buildings Work Gap Allowance,402-30-0000-00-L,HR,NO,Building Support Labor,Work Gap Allowance,05270000000L,,,,,,,,,40230000000L,"Contingency allowance for labor scope identified as likely but not yet quantified, covering known gaps between detailed estimate and expected total work hours.",,
402,35,00,00,00,0,Buildings Employee Expenses,402-35-0000-00-0,LS,NO,Building Support Labor,Employee Expenses,052750000000,,,,,,,,,402350000000,"Per diem meal allowances, mileage reimbursement, hotel lodging, and project-site travel costs for employees working away from their permanent home base.",,
402,40,00,00,00,0,Buildings Equipment Costs,402-40-0000-00-0,LS,NO,Building Support Labor,Equipment Costs,052800000000,,,,,,,,,402400000000,"Total costs for construction equipment usage on the project, including both company-owned assets and rentals, covering operation, maintenance, and mobilization.",,
402,40,10,00,00,E,Buildings Haskell Owned Equipment,402-40-1000-00-E,HR,NO,Building Support Labor,Equipment Costs,05280100000E,,,,,,,,,40240100000E,"Internal charges for Haskell-owned construction equipment including depreciation, maintenance, insurance, and fuel consumed on the building construction project.",,
402,40,30,00,00,O,Buildings Fuel,402-40-3000-00-O,LS,NO,,,,,,,,,,,,40240300000O,Fuel costs for buildings construction equipment and vehicles.,,
402,45,00,00,00,O,Buildings Consumables (used one time),402-45-0000-00-O,LS,NO,Building Support Labor,Consumables,05285000000O,,,,,,,,,40245000000O,"Single-use expendable materials including welding electrodes, grinding wheels, abrasive cut-off discs, drill bits, saw blades, and other non-recoverable shop supplies.",,
402,50,00,00,00,O,Buildings Small Tools,402-50-0000-00-O,LS,NO,Building Support Labor,Small Tools,05290000000O,,,,,,,,,40250000000O,"Small hand and power tools (drills, saws, grinders, levels) below the capitalization threshold, procured for project use and expensed rather than depreciated.",,
402,55,00,00,00,O,Buildings Supplies (can be reused) / Services,402-55-0000-00-O,LS,NO,Building Support Labor,Supplies,05295000000O,,,,,,,,,40255000000O,"Reusable supplies including PPE, rigging slings and hardware, temporary power cords, surveying equipment, and third-party services supporting construction.",,
403,00,00,00,00,C,Building Construction Direct Labor,403-00-0000-00-C,SF,YES,Building Construction,Summary,,,,,,,,,,40300000000C,"Top-level cost category for all subcontracted building construction scope, covering trade packages awarded to specialty and general building subcontractors.",,
403,05,00,00,00,C,Basic Site Materials & Methods,403-05-0000-00-C,LS,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305000000C,"Site civil materials and methods scope within the building construction subcontract, covering site preparation and ground-improvement work by the building subcontractor.",,
403,05,05,00,00,C,Site Preparation,403-05-0500-00-C,CY,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305050000C,"Site clearing, demolition, and grading scope included within the building construction subcontract package.",,
403,05,10,00,00,C,Earthwork,403-05-1000-00-C,CY,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305100000C,"Excavation, backfill, and compaction scope included within the building construction subcontract package.",,
403,05,15,00,00,C,"Tunneling, Boring & Jacking",403-05-1500-00-C,LF,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305150000C,"Tunneling, boring, and pipe jacking scope included within the building construction subcontract package.",,
403,05,20,00,00,C,Foundation & L.B. Elements,403-05-2000-00-C,CY,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305200000C,Foundation and load-bearing element installation scope included within the building construction subcontract package.,,
403,05,25,00,00,C,Utility Services,403-05-2500-00-C,LF,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305250000C,Underground utility service installation scope included within the building construction subcontract package.,,
403,05,30,00,00,C,Drainage & Containment,403-05-3000-00-C,LF,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305300000C,Stormwater drainage and secondary containment scope included within the building construction subcontract package.,,
403,05,35,00,00,C,"Bases, Ballasts, Pavements & Appurtenances",403-05-3500-00-C,SF,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305350000C,"Paving, sub-base, and hardscape appurtenance scope included within the building construction subcontract package.",,
403,05,40,00,00,C,Site Improvements & Amenities,403-05-4000-00-C,LS,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305400000C,Site improvement and amenity installation scope included within the building construction subcontract package.,,
403,05,45,00,00,C,Planting,403-05-4500-00-C,SF,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305450000C,Landscape planting and initial vegetation establishment scope included within the building construction subcontract package.,,
403,05,50,00,00,C,Site Restoration & Rehab,403-05-5000-00-C,SF,NO,Building Construction,Basic Site Materials & Methods,,,,,,,,,,40305500000C,Site restoration and environmental rehabilitation scope included within the building construction subcontract package.,,
403,10,00,00,00,C,Concrete,403-10-0000-00-C,LS,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310000000C,"All concrete construction scope—forming, reinforcing, placement, and curing—included within the building construction subcontract package.",,
403,10,05,00,00,C,Concrete Forms & Accessories,403-10-0500-00-C,SF,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310050000C,"Concrete formwork, shoring, and embedded accessory scope included within the building construction subcontract package.",,
403,10,10,00,00,C,Concrete Reinforcement,403-10-1000-00-C,TN,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310100000C,Reinforcing steel and post-tensioning installation scope included within the building construction subcontract package.,,
403,10,15,00,00,C,Cast-In-Place Concrete,403-10-1500-00-C,CY,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310150000C,"Cast-in-place concrete placement, finishing, and curing scope included within the building construction subcontract package.",,
403,10,20,00,00,C,Precast Concrete,403-10-2000-00-C,EA,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310200000C,Precast concrete element supply and erection scope included within the building construction subcontract package.,,
403,10,25,00,00,C,Cementitious Decks and Underlay,403-10-2500-00-C,SF,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310250000C,Cementitious deck fill and underlayment scope included within the building construction subcontract package.,,
403,10,30,00,00,C,Grouts,403-10-3000-00-C,CF,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310300000C,"Grouting of base plates, anchor bolts, and equipment pads scope included within the building construction subcontract package.",,
403,10,35,00,00,C,Concrete Restoration & Cleaning,403-10-3500-00-C,SF,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310350000C,"Concrete restoration, repair, and surface cleaning scope included within the building construction subcontract package.",,
403,10,40,00,00,C,Basic Masonry Mat. & Methods,403-10-4000-00-C,SF,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310400000C,"Masonry materials, mortar, tolerances, and standard methods scope included within the building construction subcontract package.",,
403,10,45,00,00,C,Stone,403-10-4500-00-C,SF,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310450000C,Natural and manufactured stone installation scope included within the building construction subcontract package.,,
403,10,50,00,00,C,Refractories,403-10-5000-00-C,SF,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310500000C,Refractory material installation for high-temperature applications scope included within the building construction subcontract package.,,
403,10,55,00,00,C,Masonry Assemblies,403-10-5500-00-C,SF,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310550000C,"CMU, brick, and stone masonry wall assembly scope included within the building construction subcontract package.",,
403,10,60,00,00,C,Masonry Restor. & Cleaning,403-10-6000-00-C,SF,NO,Building Construction,Concrete,200000000000,,,,,,,,,40310600000C,"Masonry restoration, tuckpointing, and cleaning scope included within the building construction subcontract package.",,
403,15,00,00,00,C,Building Metals,403-15-0000-00-C,LS,NO,Building Construction,Building Metals,,,,,,,,,,40315000000C,Structural and miscellaneous metal fabrication and installation scope included within the building construction subcontract package.,,
403,15,05,00,00,C,Metal Fabrication,403-15-0500-00-C,TN,NO,Building Construction,Building Metals,,,,,,,,,,40315050000C,"Custom steel platforms, stairs, supports, and specialty metal fabrication scope included within the building construction subcontract package.",,
403,15,10,00,00,C,Railroad Track & Accessories,403-15-1000-00-C,LF,NO,Building Construction,Building Metals,,,,,,,,,,40315100000C,Railroad track and on-site rail spur accessory scope included within the building construction subcontract package.,,
403,15,15,00,00,C,Ornamental Metals,403-15-1500-00-C,LS,NO,Building Construction,Building Metals,,,,,,,,,,40315150000C,"Ornamental metals including railings, grilles, and decorative metalwork scope included within the building construction subcontract package.",,
403,15,20,00,00,C,Expansion Control,403-15-2000-00-C,LF,NO,Building Construction,Building Metals,,,,,,,,,,40315200000C,Expansion joint cover and building movement accommodation system scope included within the building construction subcontract package.,,
403,20,00,00,00,C,Doors & Windows,403-20-0000-00-C,LS,NO,Building Construction,Doors & Windows,,,,,,,,,,40320000000C,"All doors, frames, windows, glazing, storefront, and associated hardware scope within the building construction subcontract package.",,
403,20,05,00,00,C,Wood & Plastic Doors,403-20-0500-00-C,EA,NO,Building Construction,Doors & Windows,,,,,,,,,,40320050000C,Wood and hollow metal door and frame assembly scope included within the building construction subcontract package.,,
403,20,10,00,00,C,Specialty Doors,403-20-1000-00-C,EA,NO,Building Construction,Doors & Windows,,,,,,,,,,40320100000C,"Specialty door (rolling steel, overhead, blast-resistant) scope included within the building construction subcontract package.",,
403,20,15,00,00,C,Entrances & Storefronts,403-20-1500-00-C,EA,NO,Building Construction,Doors & Windows,,,,,,,,,,40320150000C,Aluminum storefront and entrance assembly scope included within the building construction subcontract package.,,
403,20,20,00,00,C,Windows,403-20-2000-00-C,EA,NO,Building Construction,Doors & Windows,,,,,,,,,,40320200000C,Exterior window unit scope included within the building construction subcontract package.,,
403,20,25,00,00,C,Skylights,403-20-2500-00-C,EA,NO,Building Construction,Doors & Windows,,,,,,,,,,40320250000C,Skylight unit scope included within the building construction subcontract package.,,
403,20,30,00,00,C,Hardware,403-20-3000-00-C,LS,NO,Building Construction,Doors & Windows,,,,,,,,,,40320300000C,Finish hardware set scope for all door openings included within the building construction subcontract package.,,
403,20,35,00,00,C,Glazing,403-20-3500-00-C,SF,NO,Building Construction,Doors & Windows,,,,,,,,,,40320350000C,"Glass and glazing materials scope for windows, storefronts, and curtain walls included within the building construction subcontract package.",,
403,20,40,00,00,C,Glazed Curtain Wall,403-20-4000-00-C,SF,NO,Building Construction,Doors & Windows,,,,,,,,,,40320400000C,Structural glazed curtain wall system scope included within the building construction subcontract package.,,
403,25,00,00,00,C,Thermal & Moisture Protection,403-25-0000-00-C,LS,NO,Building Construction,Thermal & Moisture Protection,,,,,,,,,,40325000000C,"Building envelope thermal and moisture protection scope—insulation, waterproofing, and roofing—included within the building construction subcontract package.",,
403,25,05,00,00,C,Thermal Protection,403-25-0500-00-C,SF,NO,Building Construction,Thermal & Moisture Protection,,,,,,,,,,40325050000C,"Wall, roof, and foundation insulation system scope included within the building construction subcontract package.",,
403,25,10,00,00,C,"Shingles, Roof Tiles, & Roof Cov.",403-25-1000-00-C,SF,NO,Building Construction,Thermal & Moisture Protection,,,,,,,,,,40325100000C,Shingle and roof tile system scope for sloped roof decks included within the building construction subcontract package.,,
403,25,15,00,00,C,Roofing & Sliding panels,403-25-1500-00-C,SF,NO,Building Construction,Thermal & Moisture Protection,,,,,,,,,,40325150000C,"Metal roofing panels, wall cladding, and composite rainscreen scope included within the building construction subcontract package.",,
403,25,20,00,00,C,Membrane Roofing,403-25-2000-00-C,SF,NO,Building Construction,Thermal & Moisture Protection,,,,,,,,,,40325200000C,"Low-slope membrane roofing system (TPO, EPDM, PVC, modified bitumen) scope included within the building construction subcontract package.",,
403,25,25,00,00,C,Flashing & Sheet Metal,403-25-2500-00-C,SF,NO,Building Construction,Thermal & Moisture Protection,,,,,,,,,,40325250000C,"Sheet metal flashing, coping, gutters, and downspout scope included within the building construction subcontract package.",,
403,25,30,00,00,C,Roof Specialties & Accessories,403-25-3000-00-C,LS,NO,Building Construction,Thermal & Moisture Protection,,,,,,,,,,40325300000C,"Roof accessories (hatches, vents, walkways, equipment curbs) scope included within the building construction subcontract package.",,
403,25,35,00,00,C,Fire & Smoke Protection,403-25-3500-00-C,SF,NO,Building Construction,Thermal & Moisture Protection,,,,,,,,,,40325350000C,"Firestopping, smoke barrier, and fire-rated assembly scope included within the building construction subcontract package.",,
403,25,40,00,00,C,Joint Sealers,403-25-4000-00-C,LF,NO,Building Construction,Thermal & Moisture Protection,,,,,,,,,,40325400000C,Sealant and joint filler system scope for the building envelope and interior included within the building construction subcontract package.,,
403,30,00,00,00,C,Wood & Plastics,403-30-0000-00-C,LS,NO,Building Construction,Wood & Plastics,,,,,,,,,,40330000000C,"Dimensional lumber, engineered wood, and plastic component scope included within the building construction subcontract package.",,
403,30,05,00,00,C,Rough Carpentry,403-30-0500-00-C,SF,NO,Building Construction,Wood & Plastics,,,,,,,,,,40330050000C,"Rough carpentry, structural framing, and sheathing scope included within the building construction subcontract package.",,
403,30,10,00,00,C,Finish Carpentry,403-30-1000-00-C,SF,NO,Building Construction,Wood & Plastics,,,,,,,,,,40330100000C,"Finish carpentry, exposed wood trim, and molding scope included within the building construction subcontract package.",,
403,30,15,00,00,C,Architectural Woodwork,403-30-1500-00-C,SF,NO,Building Construction,Wood & Plastics,,,,,,,,,,40330150000C,"Custom architectural woodwork, cabinetry, and countertop scope included within the building construction subcontract package.",,
403,30,20,00,00,C,Structural Plastics,403-30-2000-00-C,SF,NO,Building Construction,Wood & Plastics,,,,,,,,,,40330200000C,Structural plastic shapes and FRP grating scope included within the building construction subcontract package.,,
403,30,25,00,00,C,Plastic Fabrication,403-30-2500-00-C,SF,NO,Building Construction,Wood & Plastics,,,,,,,,,,40330250000C,Custom plastic and FRP fabrication and enclosure scope included within the building construction subcontract package.,,
403,35,00,00,00,C,Finishes,403-35-0000-00-C,LS,NO,Building Construction,Finishes,,,,,,,,,,40335000000C,"Interior and exterior finish system scope—plaster, flooring, ceilings, coatings—included within the building construction subcontract package.",,
403,35,05,00,00,C,Plaster & Gypsum Board,403-35-0500-00-C,SF,NO,Building Construction,Finishes,,,,,,,,,,40335050000C,Gypsum board and metal stud partition and ceiling system scope included within the building construction subcontract package.,,
403,35,10,00,00,C,Ceilings,403-35-1000-00-C,SF,NO,Building Construction,Finishes,,,,,,,,,,40335100000C,"Suspended ceiling system scope (ACT, drywall, open plenum) included within the building construction subcontract package.",,
403,35,15,00,00,C,Flooring,403-35-1500-00-C,SF,NO,Building Construction,Finishes,,,,,,,,,,40335150000C,"Finish flooring system scope (resilient, tile, carpet, specialty) included within the building construction subcontract package.",,
403,35,20,00,00,C,Wall Finishes,403-35-2000-00-C,SF,NO,Building Construction,Finishes,,,,,,,,,,40335200000C,"Wall finish material scope (tile, fabric, vinyl, specialty coatings) included within the building construction subcontract package.",,
403,35,25,00,00,C,Acoustical Treatment,403-35-2500-00-C,SF,NO,Building Construction,Finishes,,,,,,,,,,40335250000C,Acoustical treatment and sound absorption system scope included within the building construction subcontract package.,,
403,35,30,00,00,C,Paints & Coatings,403-35-3000-00-C,SF,NO,Building Construction,Finishes,,,,,,,,,,40335300000C,Architectural and protective coating scope for all building surfaces included within the building construction subcontract package.,,
403,40,00,00,00,C,Specialties,403-40-0000-00-C,LS,NO,Building Construction,Specialties,,,,,,,,,,40340000000C,"Building specialty scope (toilet partitions, lockers, accessories) included within the building construction subcontract package.",,
403,40,05,00,00,C,Fireplaces & Stoves,403-40-0500-00-C,EA,NO,Building Construction,Specialties,,,,,,,,,,40340050000C,Fireplace and stove installation and venting scope included within the building construction subcontract package.,,
403,40,10,00,00,C,Identification Devices,403-40-1000-00-C,EA,NO,Building Construction,Specialties,,,,,,,,,,40340100000C,"Room signage, wayfinding, and ADA identification device scope included within the building construction subcontract package.",,
403,40,15,00,00,C,Partitions,403-40-1500-00-C,SF,NO,Building Construction,Specialties,,,,,,,,,,40340150000C,Interior partition system scope subdividing the building floor plate included within the building construction subcontract package.,,
403,40,20,00,00,C,Equipment,403-40-2000-00-C,LS,NO,Building Construction,Specialties,,,,,,,,,,40340200000C,"Installed functional building equipment (kitchen, lab, dock) scope included within the building construction subcontract package.",,
403,40,25,00,00,C,Furnishing,403-40-2500-00-C,LS,NO,Building Construction,Specialties,,,,,,,,,,40340250000C,"Interior furnishing scope (systems furniture, seating, window treatments) included within the building construction subcontract package.",,
403,40,30,00,00,C,Special Construction,403-40-3000-00-C,LS,NO,Building Construction,Specialties,,,,,,,,,,40340300000C,"Special construction scope (pre-engineered buildings, vaults, specialty structures) included within the building construction subcontract package.",,
403,40,35,00,00,C,Conveying Systems,403-40-3500-00-C,EA,NO,Building Construction,Specialties,,,,,,,,,,40340350000C,"Conveying system scope (elevators, escalators, material handling) included within the building construction subcontract package.",,
403,45,00,00,00,C,Mechanical,403-45-0000-00-C,LS,NO,Building Construction,Mechanical,,,,,,,,,,40345000000C,"All mechanical scope—plumbing services piping, fixtures, HVAC, and heat generation—included within the building construction subcontract package.",,
403,45,05,00,00,C,Building Services Piping,403-45-0500-00-C,LF,NO,Building Construction,Mechanical,,,,,,,,,,40345050000C,"Domestic and process service piping systems including supply, return, drain, vent, gas, and specialty fluid piping within the building.",,
403,45,10,00,00,C,Plumbing Fixtures & Equipment,403-45-1000-00-C,EA,NO,Building Construction,Mechanical,,,,,,,,,,40345100000C,"Plumbing fixtures, lavatories, water closets, urinals, water heaters, and plumbing equipment installed within the building.",,
403,45,15,00,00,C,Heat Generation & Equipment,403-45-1500-00-C,LS,NO,Building Construction,Mechanical,,,,,,,,,,40345150000C,"Boilers, heat exchangers, thermal storage tanks, and associated heat generation equipment serving the building's heating systems.",,
403,45,20,00,00,C,HVAC,403-45-2000-00-C,LS,NO,Building Construction,Mechanical,,,,,,,,,,40345200000C,"Heating, ventilation, and air conditioning systems including air handling units, chillers, cooling towers, VAV boxes, ductwork, and building automation controls.",,
403,50,00,00,00,C,Electrical Labor,403-50-0000-00-C,LS,NO,Building Construction,Electrical Labor,700000000000,,,,,,,,,40350000000C,"All electrical scope—distribution, grounding, conduit, wiring, fixtures, and communications—included within the building construction subcontract package.",,
403,50,05,00,00,C,Equipment,403-50-0500-00-C,LS,NO,Building Construction,Electrical Labor,700000000000,,,,,,,,,40350050000C,"Switchgear, panelboards, transformers, UPS systems, and other electrical distribution equipment installed within the building.",,
403,50,10,00,00,C,Grounding & Bonding,403-50-1000-00-C,LF,NO,Building Construction,Electrical Labor,700000000000,,,,,,,,,40350100000C,"Grounding electrodes, ground rings, bonding conductors, and lightning protection components protecting the building's electrical systems and occupants.",,
403,50,15,00,00,C,Conduit & Raceway,403-50-1500-00-C,LF,NO,Building Construction,Electrical Labor,700000000000,,,,,,,,,40350150000C,"Rigid metal conduit (RMC), IMC, EMT, flexible conduit, cable tray, wireway, and surface raceway systems routing electrical conductors throughout the building.",,
403,50,20,00,00,C,Wiring & Terminations,403-50-2000-00-C,LF,NO,Building Construction,Electrical Labor,700000000000,,,,,,,,,40350200000C,"THHN/THWN branch circuit and feeder wire, MC cable, bus duct, splices, and terminations completing electrical circuit connections throughout the building.",,
403,50,25,00,00,C,Low Voltage Distribution,403-50-2500-00-C,LS,NO,Building Construction,Electrical Labor,700000000000,,,,,,,,,40350250000C,"Load centers, panelboards, busway, and metering equipment distributing low-voltage power to branch circuits throughout the building.",,
403,50,30,00,00,C,Fixtures,403-50-3000-00-C,EA,NO,Building Construction,Electrical Labor,700000000000,,,,,,,,,40350300000C,"Interior and exterior light fixtures, emergency and exit lighting units, and occupancy and daylight sensors installed throughout the building.",,
403,50,35,00,00,C,Communications / Sound / Video,403-50-3500-00-C,LS,NO,Building Construction,Electrical Labor,700000000000,,,,,,,,,40350350000C,"Structured cabling, telephone, data networks, fire alarm, public address, security, and audio-video systems installed within the building.",,
500,00,00,00,00,0,Equipment,500-00-0000-00-0,LS,YES,Equipment Shop Fabrication (reserved),Summary,,,,,,,,,,500000000000,"Top-level summary for all equipment shop fabrication costs encompassing shop materials, support labor, and direct fabrication activities for project equipment.",,
501,00,00,00,00,M,Equipment Shop Materials,501-00-0000-00-M,LS,YES,Equipment Shop Materials,Summary,03000000000I,,,,,,,,,50100000000M,"Summary of all material costs associated with equipment shop fabrication including raw materials, components, and purchased items consumed during shop manufacturing activities.",,
502,00,00,00,00,0,Equipment Shop Support,502-00-0000-00-0,LS,YES,Equipment Shop Support,Summary,05200000000L,,,,,,,,,502000000000,"Summary of all indirect and support labor costs associated with equipment shop fabrication including supervision, quality control, material handling, and shop overhead.",,
503,00,00,00,00,0,Shop Fabricate Equipment,503-00-0000-00-0,LS,YES,,Summary,,,,,,,,,,503000000000,"Summary of all direct fabrication labor and associated costs for shop manufacturing of project equipment including cutting, forming, welding, assembly, and testing.",,
503,33,00,00,00,C,Fab / Assemble Modules,503-33-0000-00-C,EA,NO,Shop Assembly / Fab Modules,Summary,,,,,,,,,,50333000000C,"Direct fabrication and assembly costs for pre-engineered modules fabricated in the shop including structural skids, equipment packages, and process modules assembled for field installation.",,
503,34,00,00,00,C,Fab / Assemble Rotating Equipment,503-34-0000-00-C,EA,NO,Shop Assembly / Fab Rotating Equipment,Summary,,,,,,,,,,50334000000C,"Direct shop fabrication and assembly costs for rotating equipment including pumps, compressors, fans, blowers, and turbines assembled and tested prior to shipment.",,
503,35,00,00,00,C,Fab / Assemble Tanks / Vessels / Columns / Reactors,503-35-0000-00-C,EA,NO,Shop Assembly / Fab Tanks / Vessels / Columns / Reactors,Summary,,,,,,,,,,50335000000C,"Direct shop fabrication and assembly costs for static equipment including tanks, pressure vessels, columns, and reactors manufactured to ASME and project specifications.",,
503,36,00,00,00,C,Fab / Assemble Fab Boilers-Heaters,503-36-0000-00-C,EA,NO,Shop Assembly / Fab Boilers-Heaters,Summary,,,,,,,,,,50336000000C,"Direct shop fabrication and assembly costs for fired equipment including boilers, process heaters, and thermal oxidizers fabricated and shop-tested prior to delivery.",,
503,37,00,00,00,C,Fab / Assemble Refrigeration & Chillers,503-37-0000-00-C,EA,NO,Shop Assembly / Fab Refrigeration & Chillers,Summary,,,,,,,,,,50337000000C,"Direct shop fabrication and assembly costs for refrigeration and chiller systems including compressor packages, heat exchangers, and refrigerant circuit components assembled in the shop.",,
503,38,00,00,00,C,Fab / Assemble Heat Transfer Equipment,503-38-0000-00-C,EA,NO,Shop Assembly / Fab Heat Transfer Equipment,Summary,,,,,,,,,,50338000000C,"Direct shop fabrication and assembly costs for heat transfer equipment including shell-and-tube exchangers, air coolers, and plate-frame exchangers fabricated to process specifications.",,
503,39,00,00,00,C,Fab / Assemble Material Handling,503-39-0000-00-C,EA,NO,Shop Assembly / Fab Material Handling,Summary,,,,,,,,,,50339000000C,"Direct shop fabrication and assembly costs for material handling equipment including conveyors, bucket elevators, screw conveyors, and related bulk material handling systems.",,
503,40,00,00,00,C,Fab / Assemble Emission Control Equipment,503-40-0000-00-C,EA,NO,Shop Assembly / Fab Emission Control,Summary,,,,,,,,,,50340000000C,"Direct shop fabrication and assembly costs for emission control equipment including scrubbers, filters, thermal oxidizers, and other air pollution control devices.",,
530,00,00,00,00,0,Equipment,530-00-0000-00-0,LS,YES,Equipment,Summary,,,,,,,,,,530000000000,"Top-level summary category encompassing all equipment materials, fabrication, installation labor, and associated support costs for the project.",,
531,00,00,00,00,M,Equipment Field Materials,531-00-0000-00-M,LS,YES,Rotating Equipment Materials,Summary,03000000000I,,,,,,,,,53100000000M,"Summary of all field-purchased equipment materials including rotating, static, mechanical, and specialty equipment delivered to site.",,
531,33,00,00,00,M,Module Materials,531-33-0000-00-M,LS,NO,Rotating Equipment Materials,Rotating,03000000000I,,,,,,,,,53133000000M,Materials associated with pre-assembled or modularized equipment assemblies fabricated off-site and delivered for installation.,,
531,34,00,00,00,M,Rotating Equipment Materials,531-34-0000-00-M,LS,NO,Rotating Equipment Materials,Rotating,03000000000I,,,,,,,,,53134000000M,"Bulk category for all rotating equipment material costs including pumps, compressors, turbines, fans, and associated components.",,
531,35,00,00,00,M,Tanks / Vessels / Columns / Reactors Materials,531-35-0000-00-M,LS,NO,Rotating Equipment Materials,Rotating,03000000000I,,,,,,,,,53135000000M,"Material costs for all static process containment equipment including storage tanks, pressure vessels, process columns, and reactors.",,
531,36,00,00,00,M,Boiler & Heater Materials,531-36-0000-00-M,LS,NO,Rotating Equipment Materials,Rotating,03000000000I,,,,,,,,,53136000000M,"Material costs for package and field-erected boilers, fired heaters, and heat generation equipment.",,
